Word,OS
OCTAS,1.0
DANNY,0.13
DIVOT,0.697
COOLY,0.858
SCAPI,1.0
SALSA,0.236
EXULS,1.0
SCUDI,1.0
LEGES,0.838
VISIT,0.005
FARLE,1.0
CREST,0.183
FACED,0.101
BUKES,1.0
MOUTH,0.044
BASSE,0.677
BASTS,1.0
ALKIN,1.0
MAUSY,1.0
FORKS,0.278
DOSHA,1.0
REELY,1.0
JUNKS,0.88
CUBED,0.666
PLOTS,0.183
DRENT,1.0
CURFS,1.0
GOBAN,1.0
SNIDE,0.685
TAROS,1.0
FUNTS,1.0
NIFFY,1.0
VAIRS,1.0
NOGGY,1.0
TOGES,1.0
LEVER,0.28
EGERS,1.0
ROKOS,1.0
INRUN,1.0
PLATY,1.0
ANTRE,1.0
SABAL,0.773
COCCO,0.827
POUCE,0.7
FUGIS,1.0
RANES,1.0
OBANG,1.0
THRIP,1.0
THOFT,1.0
BASTE,0.719
STATS,0.03
MOMES,1.0
OCOTE,1.0
GLOOP,1.0
ADMIN,0.026
OOZLE,1.0
SLIPS,0.386
BOORD,1.0
HILUS,1.0
SMARM,1.0
ALOHA,0.476
NATAK,1.0
KNUBS,1.0
AVERT,0.63
DOWAK,1.0
BRUCK,0.699
BISON,0.499
ONKUS,1.0
LIBOR,0.653
GIVES,0.022
HARDY,0.211
GREET,0.523
CRAFT,0.061
NARRA,1.0
TETRI,1.0
AMPLE,0.314
AWAVE,1.0
THANE,0.666
HALES,0.672
ACARA,1.0
BRAKS,1.0
MOWRA,1.0
LASSY,1.0
KERMA,0.837
SHLEP,1.0
WORDS,0.011
RATHS,1.0
PAANS,1.0
AFTOS,1.0
ALONG,0.012
FRESH,0.026
NEGRO,0.402
NUKED,0.696
GATED,0.56
MANIS,0.767
EXONS,0.665
POEPS,1.0
JOUAL,1.0
MILKO,1.0
AZIDE,0.684
POAKE,1.0
MISES,0.651
CULET,1.0
PIZED,1.0
DYKON,1.0
CRUNK,0.679
WHOSE,0.023
BOGUS,0.51
MOVED,0.028
GYPPY,1.0
OSCAR,0.121
LISPS,1.0
DANDA,1.0
MISCH,1.0
NGWEE,1.0
RYOTI,1.0
SWAYL,1.0
SNOKE,1.0
AWORK,1.0
SOPRA,0.699
ALLEY,0.22
KIDEO,1.0
CREMA,0.672
SPAED,1.0
MIRED,0.681
IDEES,1.0
CUFFS,0.562
BANED,1.0
STYRE,1.0
POIRE,1.0
LACKY,1.0
AKITA,0.664
CLIME,0.846
CURST,1.0
WADES,0.783
SAVVY,0.318
MUSKS,1.0
STELL,0.711
SATIS,0.685
WUSSY,0.888
ZINGS,1.0
ERNES,1.0
CLUCK,0.696
SUSUS,1.0
BEACH,0.009
SAOLA,1.0
RIFTE,1.0
TABUN,1.0
CRONS,1.0
INFER,0.594
SYPES,1.0
BUILD,0.013
UNFED,1.0
POMPS,1.0
MOHUR,1.0
HOSER,0.898
AUTOS,0.102
UNSET,0.602
NEATH,0.65
MACTE,1.0
WHIST,0.693
ACRID,0.7
ECADS,1.0
MAMBA,0.692
CHOCS,0.821
SMUSH,1.0
CYTES,1.0
THANX,0.502
RINGS,0.035
VINOS,0.699
WOFUL,1.0
AWASH,0.682
BAYER,0.518
BOODY,1.0
ALANS,1.0
BIRZZ,1.0
CAMPY,0.682
RETCH,1.0
MOTUS,1.0
TAISH,1.0
SCOTS,0.509
PANIM,1.0
ETHYL,0.57
KNURS,1.0
COOTS,0.699
DACKS,1.0
MUNGE,0.898
UNGAG,1.0
ELAND,0.694
EQUIP,0.247
ELITE,0.079
UNLAY,1.0
NONYL,1.0
ROUKY,1.0
VARVE,1.0
MILTS,1.0
SOARE,1.0
GECKO,0.581
FILLY,0.658
JILLS,1.0
SAKTI,1.0
SCROB,1.0
TROPE,0.699
SERAL,0.87
ATOCS,1.0
SARVO,1.0
NONIC,1.0
MASSE,0.656
PICRA,1.0
DHABA,1.0
SENSI,0.681
FIBER,0.064
DARNS,1.0
BOUGE,1.0
RAYLS,1.0
TINTS,0.688
PHUTS,1.0
CHOIL,1.0
VIVRE,0.677
OSONE,1.0
KEMPS,0.691
HOLDS,0.053
BENDS,0.604
DATIL,1.0
HOTEN,1.0
SLUMS,0.662
AMRIT,0.698
GOUGE,0.685
PIKIS,1.0
EENSY,1.0
CLANS,0.545
DOUGH,0.33
SCADS,1.0
BLAME,0.122
GHYLL,0.698
BLISS,0.27
TUMPS,1.0
BUDES,1.0
SENZA,0.66
GYRES,1.0
VERTE,0.69
FLUFF,0.625
DHAKS,1.0
HUZZY,1.0
OMBER,1.0
PIONY,1.0
LEAMS,1.0
AMOVE,1.0
UNBAR,1.0
PORUS,1.0
OOAAS,1.0
JANTY,1.0
LEEAR,1.0
TRULL,1.0
DROIL,1.0
NITTA,0.873
SAVEY,1.0
QAIDS,1.0
CAPHS,1.0
BRAWN,0.69
WOKKA,1.0
MUMPH,1.0
RATAS,1.0
HEXER,1.0
LUCID,0.594
OOBIT,1.0
PLEAT,0.682
HOLKS,1.0
YOUKS,1.0
DASHI,1.0
LEAPS,0.598
KILLS,0.154
SKEIN,0.689
SHOAT,1.0
HURRA,1.0
JUVES,1.0
STROW,1.0
SHALT,0.515
LOLLO,1.0
DUXES,1.0
CHIAS,1.0
TINED,1.0
PLEAD,0.592
PRICY,0.823
VANES,0.688
HAZES,0.83
REMEN,1.0
RUSHY,1.0
ABYSS,0.589
VARES,1.0
GALLY,1.0
DIZEN,1.0
WEDGE,0.316
KANGA,0.697
HAHAM,1.0
NUQUE,1.0
SPURN,0.783
UNTIL,0.009
LAREE,1.0
MIDST,0.296
NAKER,1.0
MENED,1.0
KARSY,1.0
MASKS,0.22
PUCER,1.0
GOORS,1.0
KNOOP,0.811
TICKY,1.0
SARGO,1.0
SPLIT,0.05
SKEEN,0.699
STOOD,0.09
TOGAE,1.0
SLUSH,0.67
PRISE,0.677
EALES,0.825
EATER,0.531
GLAUR,1.0
PREXY,1.0
RAFFS,1.0
WEKAS,1.0
SNOUT,0.683
COURT,0.008
ILEUS,0.878
PALSY,0.562
SEVIR,1.0
RYNDS,1.0
DUCAL,0.696
OVELS,1.0
JUICE,0.091
PLETS,1.0
WOOFY,1.0
PANTY,0.282
TALAK,1.0
VINAS,1.0
BAPUS,1.0
WEBER,0.213
OLEIN,1.0
GAMED,0.736
TOLAN,0.819
CADEE,1.0
HOUFF,1.0
BIZES,1.0
HOOVE,1.0
DARED,0.611
POUFS,1.0
KUDUS,1.0
URIAL,1.0
HIKOI,1.0
SOAVE,0.88
FICES,1.0
RAMIE,0.7
TAMMY,0.494
RAREE,1.0
IGAPO,1.0
SETTS,0.856
TARSI,1.0
MULED,1.0
CHIMB,1.0
EMMAS,1.0
ACUTE,0.09
UMRAH,0.699
YIELD,0.067
MIREX,0.873
GRIFT,1.0
YABAS,1.0
KILEY,0.67
RERAN,1.0
FESTY,1.0
PINGA,1.0
SEARE,1.0
MELAM,1.0
UNDUE,0.566
SIGNA,0.686
LIMBI,1.0
PERSP,1.0
CRAMP,0.668
MIKOS,1.0
VEERS,0.698
MOOLI,1.0
SACKS,0.52
STURT,0.681
CHUNK,0.422
PLAAS,1.0
STOKE,0.392
LOWLY,0.653
TURPS,1.0
CONGO,0.107
POLED,1.0
CHAYA,0.764
YEADS,1.0
GUCKY,1.0
TACIT,0.648
BORDE,0.767
ALULA,1.0
NEGRI,0.692
DEERS,0.758
TUCKS,0.684
ELEMI,1.0
AWAYS,0.668
BETHS,1.0
OFURO,1.0
DAHLS,1.0
MORRA,1.0
ABEAR,1.0
SLAYS,0.781
PONGY,1.0
PURPY,1.0
DOBLA,1.0
BLEAK,0.596
GEBUR,1.0
OOJAH,1.0
PANDY,0.884
UNOLD,1.0
WHEEN,1.0
GLEES,1.0
ENSEW,1.0
HERYE,1.0
NODUM,1.0
FLOOR,0.019
VOLTI,1.0
BEDEW,1.0
AULAS,1.0
ABATE,0.661
SORNS,1.0
PELTA,1.0
NAAMS,1.0
DOOMS,0.703
IZARD,0.739
CLUNG,0.672
GORSY,1.0
TAGUA,1.0
LURVE,0.858
HEJRA,1.0
MPRET,1.0
APPAM,1.0
DURES,0.694
EMYDS,1.0
LEMUR,0.68
HAAFS,1.0
GAITA,1.0
SOWSE,1.0
GAMUT,0.652
SLOTH,0.656
LOWER,0.014
AZOTH,1.0
TERRA,0.267
HOLTS,0.79
TABOR,0.623
SHAMS,0.645
HIGHS,0.134
SPIED,0.68
RAGIS,1.0
BROGS,1.0
LIGER,0.698
WELCH,0.33
OXBOW,0.684
TREAT,0.051
BAGIE,1.0
OSLIN,1.0
RUTIN,0.844
PIROG,1.0
HUSOS,1.0
PLANS,0.013
CELLI,0.835
HINKY,1.0
MODIN,1.0
SIKER,1.0
LADER,0.7
RAJAS,1.0
TAROC,1.0
DEBEL,1.0
GLADS,1.0
SACRA,0.694
AZURE,0.601
PADDY,0.535
REFEL,1.0
SANAD,1.0
CREIN,1.0
BIZZO,1.0
DROOL,0.654
LUBRA,1.0
SPANS,0.534
GUTTA,0.787
WHINY,0.687
JORAM,0.699
AFARA,1.0
JIVEY,1.0
DOWEL,0.68
PIZZA,0.068
GOOMY,1.0
MANTA,0.653
QUBIT,0.687
TIDED,1.0
FIEST,1.0
OLLAV,1.0
SLINK,0.69
WHIZZ,0.699
HADST,0.7
CORSE,0.668
ALOOS,1.0
COTED,1.0
TAMIN,1.0
AVISE,1.0
CTENE,1.0
SIDES,0.058
STOWP,1.0
WAITS,0.423
GOVED,1.0
DOWNS,0.218
RIKWA,1.0
DECIM,1.0
PEEPY,1.0
ROZET,1.0
DYKED,1.0
APORT,1.0
THERM,0.657
BOTEL,0.807
WHITY,1.0
CACHE,0.058
SCROD,1.0
RAPED,0.49
POORI,1.0
BRAAI,0.695
HELIO,0.684
FLANK,0.615
ARTER,0.748
SANTO,0.524
LIPOS,1.0
LAPAS,1.0
BOSSY,0.693
OSMOL,1.0
SUMIS,1.0
TURMS,1.0
CORNO,0.83
BIBBS,0.87
THRID,0.892
SPAHI,1.0
CAUSE,0.015
TAIKO,0.694
ALLAY,0.689
TIMBO,0.782
KNEAD,0.686
PYXIE,1.0
TERZA,1.0
NOOPS,1.0
MURLS,1.0
PILAU,1.0
SHAHS,1.0
RECCE,0.824
PREMS,1.0
GABLE,0.627
TROUT,0.186
GLODE,1.0
LITAS,0.664
SKUGS,1.0
FAGOT,1.0
CESTI,1.0
NINTA,1.0
AURAE,1.0
WURST,0.728
POOED,1.0
YELTS,1.0
DIVAS,0.6
MOODY,0.265
TICKS,0.586
ULNAD,1.0
BOLDO,1.0
PERVS,1.0
DISHY,1.0
CORDA,0.699
RACKS,0.134
BADDY,1.0
PREST,0.762
KYLIX,0.678
ZOWEE,1.0
CUECA,1.0
IMINO,1.0
DRAYS,0.871
MORON,0.603
QUINS,0.826
DAMNS,1.0
BLOAT,0.677
JEBEL,0.696
JETON,1.0
PUKUS,1.0
LYING,0.121
LATKE,1.0
WASPS,0.635
SNUGS,1.0
HARDS,0.7
HOBOS,0.765
DIGHT,1.0
LAIRS,0.811
EARDS,1.0
NGAPI,1.0
STELE,0.795
BIVVY,1.0
SMITS,0.689
AKENE,1.0
EPEES,1.0
BEGOT,0.856
CURDY,1.0
KIBBI,1.0
BOLIX,1.0
MACHS,1.0
SPOTS,0.099
SCURS,1.0
BOWER,0.628
PERIS,0.9
OTAKU,0.674
AHEAD,0.035
AMARI,0.682
DONGA,1.0
GAGER,1.0
RIOTS,0.557
DITED,1.0
FLOTE,1.0
DANTS,1.0
SPREE,0.582
HOGEN,1.0
PHLOX,0.687
ROTED,1.0
COYLY,0.891
MEATY,0.669
HUDUD,1.0
LOWNS,1.0
HIVED,1.0
CUKES,1.0
FIDUS,1.0
SEASE,1.0
YAKOW,1.0
MANNY,0.593
TATIE,1.0
JEWEL,0.178
MORAL,0.073
REEST,1.0
GOAFS,1.0
AXILE,1.0
PLOYS,0.822
CACAO,0.676
SUNKS,1.0
THUYA,1.0
NEWIE,1.0
NASHO,1.0
TRITE,0.68
SMILY,1.0
LEUDS,1.0
BRILL,0.626
OMNES,0.698
BODOH,1.0
SLOID,1.0
JAAPS,1.0
SPIER,0.692
CREDS,1.0
SKIOS,1.0
TOPER,1.0
TUBAE,1.0
GLOBS,0.796
HEVEA,0.865
FEDAI,1.0
OREAD,1.0
TOPHS,1.0
KAROO,0.665
ABIUS,1.0
NERFS,1.0
EMIRS,1.0
POCKY,0.705
MOYLS,1.0
CHARS,0.539
ALLOD,1.0
BRAVO,0.361
PAPER,0.007
LOPPY,1.0
POUPT,1.0
BLADE,0.087
AGAPE,0.667
DINGY,0.684
MIRIN,1.0
HEFTS,1.0
ROYNE,1.0
GROMS,1.0
MANTE,1.0
CZARS,0.796
YEAHS,0.684
COMAL,0.694
EATHE,1.0
GALVO,1.0
NEXTS,1.0
HERON,0.545
FAVUS,1.0
TOMBS,0.632
BROGH,1.0
SULFO,1.0
MOTHY,1.0
ROVED,1.0
JETES,1.0
RUDIE,1.0
AZOIC,1.0
DALEK,0.676
HOORD,1.0
SUNTS,1.0
CREEK,0.026
ONGON,1.0
TOTEM,0.61
WALIS,1.0
HOLMS,1.0
DATTO,1.0
SLAKE,0.882
ATAXY,1.0
AIMAG,1.0
YOKEG,1.0
AJUGA,1.0
MAGNA,0.441
FIRNS,1.0
HETHS,1.0
NOIAS,1.0
ARILS,1.0
COOED,0.851
MAWKY,1.0
LEMMA,0.216
JISMS,1.0
SWINK,0.859
RENGA,1.0
BABES,0.037
HYLAS,1.0
GRIFF,0.682
LUTES,0.7
TUMMY,0.533
SPEUG,1.0
CRABS,0.599
LAPPY,1.0
BRUST,0.7
OCCAM,0.682
ERODE,0.629
FILMI,0.816
CHAAT,1.0
BURGH,0.669
HOAED,1.0
BARKY,1.0
YUCAS,1.0
MIASM,1.0
RAGUS,1.0
KEBAB,0.684
SWEES,1.0
LOIRS,1.0
LATTE,0.628
JIHAD,0.488
GLAIR,1.0
SCALL,1.0
NUKES,0.63
LUMPS,0.643
CROON,0.837
ACING,1.0
BLETS,1.0
CARNY,1.0
YOPPO,1.0
MUDRA,0.819
YELLS,0.668
JOCOS,1.0
CAJON,0.642
CECAL,1.0
SALPS,1.0
MOZED,1.0
FOYER,0.601
FIRST,0.002
SYMAR,1.0
KUKRI,1.0
KENDO,0.675
DROCK,1.0
FELLA,0.643
LONGS,0.628
TOFFY,1.0
LASER,0.029
DERBY,0.158
SNEER,0.689
ZINKY,1.0
ABRIN,1.0
NAMMA,1.0
WILTS,0.683
FACTA,0.816
BALAS,0.826
TUNER,0.16
MANEB,1.0
ZAMAC,1.0
ZOOTY,1.0
NUSES,1.0
DRAMS,0.696
JOMON,1.0
AVGAS,1.0
METTA,0.694
OHELO,1.0
JACKY,0.669
HENRY,0.035
BOWRS,1.0
THYMI,1.0
PSHAW,1.0
PUNGS,1.0
VROWS,1.0
SEAMY,1.0
FILII,1.0
COLOR,0.009
SCHUL,1.0
AMOKS,1.0
SUMMA,0.653
SLUTS,0.119
TRATS,1.0
GARBE,1.0
NOMOI,1.0
NOUJA,1.0
CLITS,0.601
DROKE,1.0
TRUES,1.0
MADOS,1.0
ORTHO,0.436
ZENDO,1.0
OONTS,1.0
WOCKS,1.0
ROYET,1.0
INDIA,0.011
SWIRE,0.7
MAPAU,1.0
LEMON,0.11
AXITE,1.0
CHYLE,1.0
DOPEY,0.693
PISSY,0.695
DOTED,1.0
JUJUS,1.0
NOWTS,1.0
NIVAS,1.0
WAGED,0.65
QUIRK,0.664
STOGY,1.0
EASER,1.0
SOLAN,0.874
LIMBY,1.0
ABLOW,1.0
KOMBU,1.0
CARAT,0.294
DITSY,1.0
SIDAS,1.0
GURGE,1.0
LEGGY,0.691
FORKY,1.0
BIDES,1.0
QUILA,1.0
MACHI,0.68
OLEUM,0.837
ELVAN,1.0
CRORE,0.586
CRAZY,0.043
SAAGS,1.0
RASES,1.0
SCIFI,0.545
GOEST,0.883
EXECS,0.639
PEAKS,0.249
BRUTS,1.0
WANZE,1.0
DORIS,0.469
ORANG,0.68
FAWNY,1.0
MYOPY,1.0
JAMBS,0.878
PUTOS,1.0
CHONS,1.0
DRACO,0.638
BOWLS,0.238
AVOID,0.027
FILED,0.033
LOWED,0.692
QUALY,1.0
MBARS,1.0
TAKES,0.017
MUFFY,0.697
SKOLS,1.0
PETTY,0.313
YATES,0.502
NUFFS,1.0
DRIER,0.639
SNEES,1.0
BHAIS,1.0
CHIRR,1.0
LAUCH,0.893
SUGAN,1.0
MEITH,1.0
SPIKE,0.207
POIND,1.0
COACT,1.0
QORMA,1.0
AGHAS,1.0
NOHOW,1.0
MAFTS,1.0
BOAKS,1.0
SEIFS,1.0
RIFFY,1.0
MIXUP,0.842
VOLKS,0.775
IODIN,1.0
RERIG,1.0
BEZIL,1.0
HAYER,1.0
SUMOS,1.0
HABUS,1.0
CURLS,0.635
BOTTE,1.0
BLOOD,0.016
MOBBY,1.0
LOUTS,1.0
ODORS,0.616
SWIZZ,1.0
DADOS,0.691
BORNA,1.0
SNIBS,1.0
ATTIC,0.299
HOCKS,0.814
SALIC,1.0
FUGLY,0.698
CURLI,1.0
RYTHE,1.0
LOOMS,0.615
SHAGS,1.0
ACYLS,1.0
WRENS,0.69
PREKE,1.0
SWEDE,0.671
OBJET,0.668
BIJOU,0.675
OHMIC,0.698
BOSUN,0.785
PRISM,0.378
CRIBO,1.0
ROBUR,1.0
STICK,0.045
NOBLE,0.079
POLJE,1.0
INFIX,0.693
WANKY,1.0
LESTS,1.0
BACHA,1.0
CADET,0.53
BICEP,0.693
STRIA,1.0
HONER,1.0
STOAE,1.0
CRUET,0.72
RIBBY,1.0
SWOBS,1.0
STIFF,0.286
FENCE,0.147
PRIME,0.026
FITTE,1.0
SNUBS,0.729
GOOPS,1.0
MATHS,0.309
BASIJ,1.0
PUMPS,0.106
CHAPT,0.721
ESNES,1.0
BHANG,1.0
ISBAS,1.0
HEJAB,1.0
ACRED,1.0
PAVEN,1.0
BHELS,1.0
POLOS,0.633
VEZIR,1.0
LIDAR,0.668
FOLKS,0.073
LUNKS,1.0
SNORT,0.55
FEESE,1.0
CHOKY,1.0
BUSKY,1.0
CAPLE,0.694
KIKAY,1.0
SEILS,1.0
VIOLS,1.0
YMOLT,1.0
FLAWS,0.35
DOXIE,1.0
FUZEE,1.0
WISHA,1.0
PLACK,1.0
CEROS,1.0
OXEAS,1.0
SCAMS,0.376
THEIC,1.0
LIMEY,0.698
TAPED,0.549
RAFIQ,0.765
SEEKS,0.098
TEENS,0.014
HEIDS,1.0
IMPED,1.0
GRIGS,1.0
COZEN,1.0
BARDY,1.0
PHYSA,1.0
FUNDA,0.692
RASSE,1.0
DADAS,1.0
OPSAT,1.0
COVED,1.0
CONEY,0.651
WRACK,0.825
KAYAK,0.38
UNITY,0.116
RYIJI,1.0
PASTE,0.112
CRISP,0.258
ABAMP,1.0
GIBED,1.0
COSIE,1.0
KAZIS,1.0
DOLMA,1.0
SHOTS,0.051
DOWDY,0.693
SUMPH,1.0
TEREK,1.0
CYBER,0.108
HOOLY,1.0
SANED,1.0
NEOZA,1.0
ABHOR,0.693
ADUKI,1.0
PIZES,1.0
BOCHE,1.0
BAILS,0.695
MODEL,0.006
VOXES,1.0
ABAFT,1.0
THANK,0.016
RIPPS,1.0
SLUED,1.0
PORED,0.873
CROMB,1.0
BOORS,1.0
RETOX,1.0
COOTY,1.0
PALPS,1.0
NOGAL,1.0
WOMBY,1.0
TUFFS,1.0
SWELT,1.0
KEEKS,1.0
SIKES,0.694
KILIM,0.685
NOINT,1.0
NASUS,1.0
VEXIL,1.0
MILPA,1.0
LAPEL,0.593
NIFES,1.0
GNARL,1.0
KNICK,0.69
PLAIG,1.0
SANES,1.0
BOLUS,0.681
MSASA,1.0
CAKES,0.18
WARKS,1.0
CHUCK,0.104
NIDUS,1.0
SNIED,1.0
CHUMS,0.687
KITUL,1.0
FOURS,0.649
MOTEY,1.0
GIRDS,1.0
MVULE,1.0
SKOFF,1.0
QUASH,0.689
EFFED,1.0
CUSHY,0.695
HEXAD,1.0
MERES,1.0
TRIOS,0.67
ARDRI,1.0
COOMS,1.0
MUSER,1.0
COPEN,0.876
PLONK,0.698
LINGY,1.0
AWATO,1.0
NEUKS,1.0
MITES,0.627
SPENT,0.034
CABOB,1.0
NIOPO,1.0
ABLES,0.684
ROTLS,1.0
NJIRL,1.0
BOYAR,1.0
IKONS,1.0
HALOS,0.673
TOILS,0.698
KIPES,1.0
PUCES,1.0
THICK,0.071
UNHIP,1.0
HALMA,1.0
DURGY,1.0
FICOS,1.0
BEVEL,0.65
TAKIS,0.87
SLUES,1.0
TEINS,0.868
TEIID,1.0
LAIDE,1.0
NUDER,1.0
FUJIS,1.0
DARAF,1.0
TURRS,1.0
GEASA,1.0
BIDRI,1.0
LEPTA,1.0
GENTY,1.0
SUGOS,1.0
SKINK,0.7
CRUST,0.441
BADLY,0.189
CROCS,0.683
TARTY,1.0
BIONS,1.0
MOURN,0.629
CHAWL,1.0
BODLE,1.0
DEIGN,0.721
PULUT,1.0
BRAWS,1.0
GABBA,0.63
DREER,1.0
CHORD,0.32
PRASE,1.0
TEMPO,0.296
STANS,0.811
GOTHS,0.68
SIDLE,0.883
ZOISM,1.0
THRAE,1.0
FADED,0.511
YAWPS,1.0
TOAST,0.306
SYBBE,1.0
KIBBE,1.0
MOCKS,0.688
SORRY,0.028
NRTTA,1.0
LARCH,0.682
RARKS,1.0
CHAMP,0.349
KEVIL,1.0
TWEEN,0.608
RIFLE,0.198
VADED,1.0
JOKED,0.663
HACKY,0.698
MINAS,0.663
EVETS,1.0
GOLPS,1.0
REEDY,0.677
SELFY,1.0
NAIVE,0.516
FLUNK,0.781
SPASM,0.669
BRACK,0.693
GULAS,1.0
SLAID,1.0
LUFFA,1.0
BOSON,0.652
ROLAG,1.0
MIKES,0.341
FRIED,0.229
SKEED,1.0
SORDA,1.0
SHOPE,0.782
EVOHE,1.0
MIKAN,0.791
CUBBY,0.687
EUROS,0.153
FAUTE,1.0
BROKE,0.096
PANKO,1.0
BAOZI,1.0
FELTS,0.691
QILAS,1.0
SYRAH,0.66
BOLAR,1.0
EXALT,0.69
MONKS,0.475
TOSHY,1.0
ZEBEC,1.0
MACAW,0.683
WHATA,1.0
TWEED,0.539
THARM,1.0
SOOKY,1.0
FISCS,1.0
ESKAR,1.0
MOUST,1.0
VICED,1.0
PIGGY,0.6
TROAD,1.0
JAZZY,0.621
LACIS,1.0
GNARS,1.0
TAWER,1.0
CHOON,0.698
PUTON,1.0
WINZE,1.0
HAILS,0.648
WADDS,1.0
DELFS,1.0
MENSH,1.0
ZEBUB,1.0
GOODY,0.633
BAHUS,1.0
ADLIB,0.7
LURRY,1.0
PIBAL,1.0
SKELM,1.0
DRIPT,1.0
PERES,0.667
FILLO,1.0
SPIDE,1.0
ARENA,0.072
PAPAL,0.631
YOOFS,1.0
OUPHE,1.0
CROWD,0.088
OCHRY,1.0
POKES,0.681
CONFS,0.82
POSET,0.769
ADIOS,0.674
GISTS,1.0
RAWIN,1.0
STANK,0.7
THEBE,1.0
MEDIA,0.005
BHATS,1.0
PEISE,1.0
DECOR,0.083
STOPT,1.0
KOPPA,1.0
GLOGG,0.891
ZAKAT,0.695
EGRET,0.669
AMINE,0.638
SPEEL,0.898
OAKEN,0.824
NOOVE,1.0
YUKKY,1.0
FECHT,1.0
NYALA,0.804
OTTER,0.536
AXION,0.681
HENDS,1.0
WALDO,0.575
ZINCO,1.0
ELDER,0.137
GAFFS,1.0
PAEAN,0.781
SKATS,1.0
DENAR,0.877
INTEL,0.034
ENROL,0.618
GATOR,0.549
CAPON,0.699
FOLDS,0.438
BLEST,0.694
PANNA,0.691
YOJAN,1.0
NEIGH,0.688
CULTY,1.0
ZATIS,1.0
XOLOS,1.0
GAZON,1.0
LIFTS,0.223
JIRDS,1.0
SHTAR,1.0
AGGAG,1.0
TALMA,1.0
KHATS,1.0
FUMES,0.61
POOHY,1.0
KULAS,1.0
DUNGS,1.0
WEETE,1.0
SPEOS,1.0
DODGY,0.65
KOURA,1.0
MEFFS,1.0
NOYES,0.669
SYSOP,0.655
JATOS,1.0
BANDH,1.0
DEWED,1.0
BEANY,1.0
JALOP,1.0
FLEWS,1.0
ANTES,0.661
PESTO,0.656
BOYLA,1.0
LATER,0.012
NICHE,0.25
MESIA,1.0
VAKIL,1.0
AFLAJ,1.0
ELOGY,1.0
WRECK,0.409
MORIA,0.692
CHAVA,0.894
SLEEP,0.034
KITES,0.584
NANTY,1.0
TEMPS,0.433
MUTAS,1.0
BRIGS,1.0
FLOCK,0.387
FEMMY,1.0
POUFY,1.0
ARETS,1.0
ARMIL,1.0
BAYLE,0.698
FOREL,0.873
FLEET,0.096
KELTS,1.0
POACH,0.805
FORUM,0.004
SUGHS,1.0
PHIAL,1.0
MAKAR,0.864
DURAL,0.693
SUMPS,0.788
SLEWS,1.0
MUNIS,1.0
WAZIR,0.862
GOWKS,1.0
SABLE,0.553
CORAL,0.113
JOYED,1.0
BALUN,0.699
JAMMY,0.698
SHUNS,0.76
ARGLE,1.0
LOCHS,0.734
HERSE,1.0
DWILE,1.0
IXORA,1.0
MEINS,1.0
PUZEL,1.0
GAMMY,1.0
ALLUS,1.0
MAURI,0.697
FEIST,0.674
UNRED,1.0
HUBBY,0.597
PINKS,0.671
FUBBY,1.0
ERGOT,0.7
SCATT,1.0
RESAM,1.0
DOORN,0.892
TORII,0.698
PLUES,1.0
NOVUM,0.694
PINNY,1.0
VERSE,0.134
ZONKS,1.0
ETICS,1.0
ORFES,1.0
EXCEL,0.071
TRONA,0.814
BLAND,0.541
FRUST,1.0
ANOLE,1.0
ENNOG,1.0
FOINS,1.0
PRATY,1.0
SPLOG,1.0
TODDY,0.697
HYMNS,0.562
SOWPS,1.0
BALUS,1.0
LUCKY,0.071
SPILT,0.688
TACTS,1.0
COMIC,0.06
CAESE,1.0
UNBAG,1.0
LAUDS,0.691
GASHY,1.0
VIBEY,1.0
LAERS,1.0
GNAWN,1.0
PINTA,0.846
MOKUS,1.0
OPIHI,1.0
REWIN,1.0
MELIK,1.0
MOKEY,1.0
GALIA,1.0
BYKES,1.0
OAKUM,1.0
AROSE,0.383
METED,0.697
SKILL,0.063
THROE,1.0
BAALS,1.0
PARTS,0.01
BIACH,1.0
BOUSE,0.772
JINGS,1.0
JATHA,1.0
MYALL,0.835
COUPE,0.205
ADEAD,1.0
PARIS,0.02
GUESS,0.035
ALIEN,0.095
CLEAN,0.022
KLIEG,1.0
POPPY,0.52
PRAPS,1.0
SKELF,1.0
HELMS,0.626
IKATS,1.0
MINGE,1.0
TENON,0.69
SPEIR,1.0
BIPED,0.793
DORAD,1.0
SKEWS,0.799
ATOKE,1.0
MIGOD,1.0
ASPER,0.762
TASTE,0.058
CURCH,1.0
JUMAR,1.0
RICHE,0.691
ASKED,0.013
XYSTI,1.0
TANTE,0.699
EPICS,0.662
CARET,0.681
MOMMA,0.541
LETCH,1.0
MEOUS,1.0
SCARF,0.314
ENEMA,0.571
SILOS,0.66
SPECT,0.671
RHINE,0.588
HOTIS,1.0
PAYSD,1.0
CESSE,1.0
TANGI,1.0
THALE,1.0
CROWL,1.0
DONER,0.857
TEGUA,1.0
PUNKY,0.691
DERPY,1.0
KWIRL,1.0
PUGIL,1.0
ZOOMY,1.0
OMMIN,1.0
FEUAR,1.0
JEMMY,1.0
BOUGH,0.656
RONTE,1.0
BRAXY,1.0
GOPAK,1.0
BUNGS,1.0
ALURE,1.0
TEDDY,0.179
ORANT,1.0
DENIS,0.317
DJINS,1.0
NIMBY,0.783
CHIKS,0.742
TAIRA,0.845
MOYAS,1.0
QUAYD,1.0
OPERY,1.0
WIDTH,0.04
VINIC,1.0
LOATH,0.695
