Word,LFS,PLFS,RLP,HLT,MatchReduction,AvgElimination,FeedbackGreen,FeedbackYellow,FeedbackGray
UNWET,0.623,0.664,0.0,0.68,94.126,14369.933,0.067,0.24,0.693
MAIRE,0.375,0.371,0.0,0.219,435.499,14301.067,0.2,0.24,0.56
TUPEK,0.637,0.516,0.0,0.84,50.917,14042.133,0.04,0.24,0.72
GORMS,0.528,0.305,0.0,0.593,33.714,14029.933,0.04,0.213,0.747
JIFFS,0.763,0.604,1.0,0.984,44.326,13312.333,0.013,0.16,0.827
COACH,0.619,0.448,1.0,0.374,117.851,14374.267,0.173,0.093,0.733
ZIBET,0.65,0.573,0.0,0.838,94.081,14056.4,0.08,0.24,0.68
LOCIS,0.481,0.394,0.0,0.426,56.328,14102.0,0.04,0.253,0.707
BOOLS,0.466,0.269,1.0,0.629,50.578,13142.267,0.04,0.133,0.827
DICTS,0.566,0.443,0.0,0.237,198.054,14101.8,0.053,0.293,0.653
SPOOR,0.415,0.52,1.0,0.338,55.791,13808.933,0.04,0.2,0.76
GAUPS,0.523,0.371,0.0,0.873,30.162,14112.333,0.067,0.227,0.707
CHACO,0.619,0.579,1.0,0.163,119.909,14381.667,0.133,0.133,0.733
DIDDY,0.747,0.611,1.0,0.818,42.931,13642.667,0.04,0.08,0.88
ALANG,0.466,0.56,1.0,0.03,95.276,14412.667,0.173,0.08,0.747
ARAKS,0.31,0.375,1.0,0.567,134.706,13295.333,0.133,0.173,0.693
SEGOS,0.272,0.334,1.0,0.545,35.475,13612.533,0.067,0.2,0.733
GADSO,0.437,0.58,0.0,0.545,357.766,13867.867,0.107,0.2,0.693
DUNAM,0.624,0.532,0.0,0.901,94.645,13755.067,0.027,0.227,0.747
ZURFS,0.69,0.466,0.0,0.984,32.0,13603.0,0.027,0.187,0.787
PREEM,0.429,0.433,1.0,0.144,54.434,13607.0,0.067,0.187,0.747
HOIKS,0.557,0.34,0.0,0.896,82.999,14045.067,0.08,0.16,0.76
DYNOS,0.541,0.461,0.0,0.886,236.818,13533.533,0.027,0.187,0.787
AUMIL,0.558,0.602,0.0,0.684,238.868,14043.2,0.067,0.227,0.707
BAILE,0.425,0.36,0.0,0.383,231.5,14193.867,0.2,0.187,0.613
HAVEL,0.541,0.471,0.0,0.295,64.241,13875.267,0.053,0.28,0.667
QUIPU,0.82,0.674,1.0,0.9,58.255,13943.467,0.08,0.053,0.867
LASSI,0.246,0.572,1.0,0.183,705.836,13767.2,0.08,0.253,0.667
AROBA,0.377,0.595,1.0,0.408,102.143,13731.467,0.067,0.213,0.72
CHEET,0.484,0.457,1.0,0.102,221.165,14242.8,0.093,0.227,0.68
SOCIA,0.369,0.428,0.0,0.571,132.471,14076.067,0.08,0.307,0.613
REBOP,0.523,0.637,0.0,0.407,43.369,13881.2,0.04,0.253,0.707
LOVES,0.426,0.304,0.0,0.231,31.285,13238.867,0.04,0.24,0.72
COAPT,0.555,0.43,0.0,0.697,633.381,14326.8,0.187,0.173,0.64
ODIST,0.467,0.696,0.0,0.172,371.761,14222.533,0.147,0.187,0.667
COBBY,0.795,0.555,1.0,0.88,29.011,13741.133,0.053,0.067,0.88
ABUSE,0.355,0.651,0.0,0.433,1405.047,13532.6,0.173,0.2,0.627
RACED,0.436,0.396,0.0,0.129,525.079,13503.533,0.08,0.347,0.573
RUTHS,0.557,0.473,0.0,0.658,130.758,14310.867,0.053,0.293,0.653
OUNCE,0.535,0.577,0.0,0.255,149.272,14107.533,0.133,0.16,0.707
EIGNE,0.424,0.629,1.0,0.666,198.074,14097.333,0.16,0.12,0.72
DENIM,0.564,0.517,0.0,0.228,117.776,14017.667,0.04,0.253,0.707
DOONA,0.453,0.459,1.0,0.782,188.406,13526.867,0.08,0.173,0.747
DUKUN,0.787,0.694,1.0,0.977,50.588,13559.067,0.027,0.08,0.893
SHRED,0.438,0.318,0.0,0.331,53.29,14219.333,0.067,0.293,0.64
NANOS,0.357,0.316,1.0,0.71,27.161,13677.667,0.053,0.253,0.693
JAGGS,0.629,0.472,1.0,0.953,18.308,13260.333,0.053,0.187,0.76
ROHUN,0.636,0.636,0.0,0.824,88.591,14471.667,0.053,0.2,0.747
MUSEE,0.325,0.414,1.0,0.428,59.448,13606.267,0.12,0.12,0.76
BESTS,0.323,0.37,1.0,0.072,51.075,13688.0,0.053,0.267,0.68
FREED,0.459,0.461,1.0,0.159,48.913,13685.333,0.067,0.187,0.747
CETES,0.305,0.238,1.0,0.03,191.152,13630.267,0.053,0.307,0.64
JERKS,0.526,0.392,0.0,0.772,30.026,13093.667,0.027,0.267,0.707
FYRDS,0.633,0.46,0.0,0.947,39.93,14036.867,0.04,0.187,0.773
BALOO,0.473,0.449,1.0,0.385,49.367,13411.867,0.08,0.147,0.773
SILEX,0.47,0.335,0.0,0.288,135.804,13704.4,0.08,0.24,0.68
TAMED,0.464,0.369,0.0,0.142,122.452,14271.867,0.08,0.32,0.6
CARLE,0.401,0.338,0.0,0.29,550.854,13364.333,0.173,0.267,0.56
THECA,0.495,0.627,0.0,0.016,2171.605,14185.667,0.04,0.413,0.547
CAIRN,0.514,0.42,0.0,0.549,955.384,14238.733,0.133,0.28,0.587
SILEN,0.364,0.311,0.0,0.086,141.198,14133.533,0.08,0.293,0.627
BUNIA,0.587,0.491,0.0,0.566,124.29,14037.267,0.04,0.267,0.693
PROUL,0.611,0.563,0.0,0.247,55.17,14122.0,0.053,0.173,0.773
FUZED,0.752,0.556,0.0,0.971,24.843,13516.733,0.04,0.147,0.813
COALY,0.554,0.364,0.0,0.382,97.408,13987.467,0.12,0.16,0.72
NUBIA,0.587,0.662,0.0,0.849,126.427,14132.4,0.04,0.267,0.693
RURUS,0.492,0.367,1.0,0.631,49.831,13288.533,0.053,0.147,0.8
HENNY,0.619,0.494,1.0,0.381,101.253,14131.6,0.053,0.173,0.773
LEVAS,0.362,0.442,0.0,0.419,85.162,13258.133,0.013,0.36,0.627
ALIKE,0.429,0.542,0.0,0.572,248.519,14197.267,0.2,0.173,0.627
CANGS,0.511,0.282,0.0,0.246,85.406,14014.867,0.067,0.28,0.653
WOKEN,0.612,0.492,0.0,0.627,21.646,13419.333,0.04,0.173,0.787
AGGRO,0.553,0.739,1.0,0.775,122.422,13873.533,0.067,0.227,0.707
WORTS,0.51,0.289,0.0,0.279,76.451,13847.0,0.067,0.253,0.68
MUCID,0.757,0.593,0.0,0.782,137.93,14195.0,0.027,0.173,0.8
GREVE,0.503,0.602,1.0,0.297,68.268,13681.6,0.133,0.107,0.76
WHORE,0.563,0.597,0.0,0.115,66.145,14283.533,0.107,0.187,0.707
NOTAM,0.514,0.542,0.0,0.276,102.547,14214.133,0.04,0.307,0.653
CONNS,0.521,0.271,1.0,0.238,90.779,13666.2,0.093,0.133,0.773
RUBES,0.436,0.346,0.0,0.54,75.429,13331.8,0.053,0.28,0.667
MAIMS,0.457,0.28,1.0,0.597,45.533,13893.267,0.093,0.213,0.693
PILUS,0.551,0.365,0.0,0.633,55.833,14006.733,0.04,0.213,0.747
GONNA,0.54,0.464,1.0,0.879,280.623,13815.533,0.067,0.187,0.747
HEEDY,0.511,0.538,1.0,0.355,26.536,13874.0,0.013,0.187,0.8
BLOOK,0.653,0.58,1.0,0.698,43.918,13203.267,0.04,0.053,0.907
DEEVE,0.381,0.534,1.0,0.301,26.808,13305.133,0.12,0.027,0.853
PURSE,0.417,0.439,0.0,0.372,180.65,13973.6,0.173,0.173,0.653
KITKE,0.611,0.597,1.0,0.889,74.061,13917.2,0.107,0.2,0.693
TULPA,0.58,0.573,0.0,0.738,262.693,14168.0,0.053,0.28,0.667
ISLED,0.389,0.588,0.0,0.269,56.406,13770.933,0.027,0.32,0.653
ILEAL,0.361,0.646,1.0,0.077,155.941,14009.067,0.027,0.347,0.627
BASHO,0.462,0.545,0.0,0.39,115.678,14082.667,0.08,0.227,0.693
HOTTY,0.679,0.497,1.0,0.435,41.504,14207.6,0.053,0.147,0.8
SUDOR,0.482,0.531,0.0,0.519,220.464,13804.733,0.067,0.2,0.733
NUTSO,0.491,0.665,0.0,0.534,125.051,14524.6,0.08,0.227,0.693
GOKES,0.458,0.29,0.0,0.606,20.569,13422.4,0.04,0.227,0.733
COURB,0.682,0.527,0.0,0.404,141.978,13734.933,0.08,0.147,0.773
UPJET,0.684,0.71,0.0,0.983,77.653,14129.667,0.067,0.213,0.72
ENDED,0.45,0.623,1.0,0.027,43.074,13507.867,0.027,0.173,0.8
BIOGS,0.558,0.36,0.0,0.766,74.814,13719.333,0.027,0.213,0.76
REFIX,0.642,0.65,0.0,0.694,70.269,13761.267,0.053,0.253,0.693
MOLES,0.372,0.164,0.0,0.155,42.926,13541.667,0.053,0.24,0.707
AURAR,0.358,0.458,1.0,0.273,100.967,13278.4,0.053,0.2,0.747
PUPIL,0.715,0.593,1.0,0.778,45.41,13920.867,0.04,0.133,0.827
SOUPS,0.404,0.273,1.0,0.634,38.224,13682.333,0.093,0.08,0.827
LIARD,0.487,0.502,0.0,0.293,109.973,14167.667,0.093,0.28,0.627
DOGEY,0.591,0.399,0.0,0.708,117.338,13801.467,0.067,0.16,0.773
MASUR,0.428,0.524,0.0,0.254,38.876,13630.267,0.04,0.307,0.653
EANED,0.303,0.357,1.0,0.022,44.136,13838.0,0.053,0.28,0.667
THUMP,0.798,0.697,0.0,0.643,167.29,14180.8,0.027,0.187,0.787
FLITT,0.686,0.575,1.0,0.482,255.123,14097.4,0.173,0.067,0.76
SHOER,0.355,0.359,0.0,0.451,47.233,14241.533,0.053,0.32,0.627
ROSTS,0.302,0.353,1.0,0.171,112.847,13867.8,0.08,0.24,0.68
GOBBO,0.714,0.636,1.0,0.936,27.435,13536.733,0.04,0.04,0.92
SHINS,0.429,0.314,1.0,0.13,60.821,14239.467,0.133,0.12,0.747
PLIER,0.487,0.402,0.0,0.167,171.92,14316.867,0.107,0.253,0.64
ZUZIM,0.89,0.766,1.0,0.998,29.753,13721.333,0.027,0.093,0.88
ATOLL,0.458,0.621,1.0,0.092,177.073,14016.4,0.04,0.28,0.68
SCOUG,0.594,0.576,0.0,0.459,95.625,14065.867,0.053,0.173,0.773
WAILS,0.454,0.308,0.0,0.553,62.742,13806.467,0.093,0.24,0.667
STATE,0.267,0.419,1.0,0.014,712.317,13681.0,0.24,0.2,0.56
MISTY,0.572,0.525,0.0,0.24,42.777,14121.4,0.04,0.253,0.707
EEVNS,0.361,0.512,1.0,0.936,29.772,13569.867,0.053,0.2,0.747
ADOZE,0.478,0.634,0.0,0.964,111.444,13678.467,0.12,0.2,0.68
JUREL,0.606,0.449,0.0,0.34,33.632,13311.867,0.04,0.24,0.72
WACKO,0.664,0.611,0.0,0.795,44.081,13419.667,0.053,0.173,0.773
SYEDS,0.337,0.389,1.0,0.751,35.111,13463.067,0.053,0.187,0.76
KISTS,0.429,0.458,1.0,0.254,36.266,13763.933,0.04,0.227,0.733
ZESTY,0.533,0.605,0.0,0.416,47.255,13799.667,0.04,0.28,0.68
EXFIL,0.674,0.818,0.0,0.913,42.563,13735.067,0.013,0.24,0.747
DUPES,0.483,0.348,0.0,0.478,28.597,13715.667,0.04,0.24,0.72
APERS,0.276,0.468,0.0,0.226,297.621,13808.933,0.04,0.413,0.547
DOPPE,0.57,0.553,1.0,0.624,42.398,13825.733,0.147,0.067,0.787
YAGER,0.46,0.479,0.0,0.389,53.3,13963.4,0.067,0.32,0.613
JUNTO,0.725,0.603,0.0,0.377,77.981,14295.333,0.053,0.173,0.773
ADOWN,0.59,0.686,0.0,0.719,99.292,13551.067,0.027,0.227,0.747
CARTE,0.403,0.324,0.0,0.072,2881.654,13649.733,0.2,0.307,0.493
PROXY,0.744,0.555,0.0,0.952,47.932,13754.2,0.053,0.12,0.827
YAUDS,0.495,0.422,0.0,0.879,45.392,13550.2,0.053,0.227,0.72
DUKED,0.66,0.522,1.0,0.826,24.308,13190.667,0.04,0.133,0.827
SONAR,0.316,0.319,0.0,0.558,73.365,13937.133,0.067,0.333,0.6
POMOS,0.492,0.335,1.0,0.404,127.639,13280.933,0.053,0.107,0.84
GRISE,0.387,0.544,0.0,0.188,495.545,14228.267,0.227,0.173,0.6
TIEFS,0.442,0.409,0.0,0.656,124.078,13875.933,0.027,0.373,0.6
CEDIS,0.441,0.394,0.0,0.106,118.33,13919.2,0.067,0.293,0.64
BASON,0.412,0.497,0.0,0.191,29.072,13768.933,0.053,0.267,0.68
OGLER,0.478,0.575,0.0,0.475,44.067,13909.467,0.027,0.293,0.68
DONUT,0.644,0.493,0.0,0.442,467.358,14398.333,0.093,0.16,0.747
DOTAL,0.493,0.496,0.0,0.214,89.668,13993.2,0.04,0.307,0.653
SYREN,0.399,0.352,0.0,0.568,77.263,13934.067,0.08,0.28,0.64
MUTIS,0.554,0.394,0.0,0.324,50.463,14301.6,0.027,0.28,0.693
FENIS,0.449,0.338,0.0,0.219,45.293,14052.867,0.04,0.307,0.653
FLUKE,0.675,0.63,0.0,0.958,63.934,13651.133,0.147,0.053,0.8
QUADS,0.571,0.442,0.0,0.768,76.724,13519.267,0.08,0.187,0.733
SHEET,0.313,0.373,1.0,0.15,432.633,14132.867,0.107,0.24,0.653
CAMEO,0.43,0.376,0.0,0.335,128.005,13983.333,0.107,0.253,0.64
PERAI,0.374,0.407,0.0,0.144,272.148,14217.267,0.04,0.413,0.547
PRYER,0.522,0.519,1.0,0.39,49.724,13601.933,0.067,0.187,0.747
RAVEY,0.496,0.394,0.0,0.496,85.977,13395.133,0.08,0.28,0.64
TRANK,0.553,0.534,0.0,0.315,189.893,14153.8,0.16,0.227,0.613
DECYL,0.626,0.671,0.0,0.775,62.809,13871.533,0.027,0.227,0.747
VARDA,0.495,0.484,1.0,0.48,29.529,13283.533,0.053,0.2,0.747
YARRA,0.375,0.474,1.0,0.516,33.858,13237.067,0.067,0.173,0.76
COMBY,0.776,0.526,0.0,0.539,51.087,13807.333,0.067,0.067,0.867
BELEE,0.311,0.319,1.0,0.22,52.709,13299.667,0.147,0.027,0.827
KOFFS,0.688,0.518,1.0,0.925,15.231,13205.6,0.027,0.107,0.867
TOMOS,0.45,0.364,1.0,0.259,35.093,13952.667,0.053,0.187,0.76
JITTY,0.763,0.594,1.0,0.847,33.843,13993.333,0.04,0.16,0.8
CUSUM,0.652,0.643,1.0,0.677,26.909,13468.267,0.04,0.133,0.827
POLTS,0.497,0.261,0.0,0.514,137.438,14084.267,0.08,0.213,0.707
SCULK,0.646,0.592,0.0,0.895,79.76,13359.4,0.053,0.147,0.8
PEWEE,0.381,0.401,1.0,0.465,23.756,13506.933,0.133,0.013,0.853
ECLAT,0.435,0.662,0.0,0.237,1397.957,13884.133,0.067,0.387,0.547
LANDE,0.426,0.438,0.0,0.035,118.19,14109.933,0.133,0.24,0.627
SEBUM,0.513,0.556,0.0,0.622,56.825,13419.067,0.053,0.2,0.747
NECHE,0.491,0.635,1.0,0.063,183.058,14447.6,0.133,0.133,0.733
SPALE,0.307,0.433,0.0,0.225,442.467,13869.4,0.2,0.2,0.6
GROWN,0.7,0.64,0.0,0.684,128.809,14040.2,0.04,0.173,0.787
LOGIN,0.622,0.572,0.0,0.384,238.422,14076.6,0.053,0.187,0.76
CAPUL,0.629,0.558,0.0,0.662,57.539,13835.867,0.067,0.213,0.72
WEIRS,0.412,0.375,0.0,0.532,160.347,13802.067,0.08,0.293,0.627
SLORM,0.464,0.506,0.0,0.504,98.915,13986.0,0.08,0.187,0.733
POXES,0.487,0.263,0.0,0.87,21.549,13394.533,0.053,0.213,0.733
SEAME,0.185,0.346,1.0,0.113,174.135,13515.933,0.213,0.133,0.653
DUELS,0.438,0.396,0.0,0.698,45.46,13304.2,0.027,0.267,0.707
KUBIE,0.634,0.627,0.0,0.95,56.888,13885.733,0.12,0.12,0.76
SHREW,0.492,0.355,0.0,0.486,48.727,13928.267,0.067,0.267,0.667
ALCID,0.57,0.647,0.0,0.648,165.102,14114.533,0.067,0.267,0.667
PENGO,0.564,0.501,0.0,0.252,131.32,14013.0,0.04,0.227,0.733
MOPER,0.504,0.41,0.0,0.247,37.729,13672.133,0.04,0.253,0.707
PEDES,0.331,0.258,1.0,0.069,39.832,13587.0,0.053,0.2,0.747
GELEE,0.311,0.358,1.0,0.214,42.94,13787.333,0.133,0.053,0.813
RUNIC,0.655,0.55,0.0,0.485,415.016,14356.467,0.053,0.253,0.693
SHARD,0.449,0.451,0.0,0.291,104.766,14314.2,0.12,0.253,0.627
MURES,0.417,0.187,0.0,0.156,30.475,13580.533,0.04,0.293,0.667
CURER,0.51,0.35,1.0,0.099,143.223,13339.267,0.067,0.227,0.707
LABEL,0.445,0.444,1.0,0.349,69.99,13255.933,0.053,0.253,0.693
RAULI,0.481,0.509,0.0,0.452,126.742,14054.933,0.08,0.293,0.627
SWALY,0.52,0.448,0.0,0.57,81.579,13451.8,0.107,0.16,0.733
WENTS,0.476,0.364,0.0,0.133,54.86,14089.467,0.04,0.32,0.64
AMPUL,0.623,0.754,0.0,0.718,54.118,13617.067,0.027,0.213,0.76
BRAES,0.295,0.204,0.0,0.703,1710.374,13421.333,0.133,0.307,0.56
RINSE,0.333,0.496,0.0,0.032,1617.984,14443.933,0.173,0.253,0.573
BHAJI,0.724,0.614,0.0,0.996,113.286,14325.133,0.08,0.187,0.733
PIQUI,0.771,0.686,1.0,0.968,34.614,13821.933,0.027,0.107,0.867
ANCLE,0.442,0.65,0.0,0.211,307.332,14132.8,0.12,0.28,0.6
OLLER,0.414,0.524,1.0,0.082,50.49,13596.2,0.053,0.24,0.707
SENSU,0.294,0.448,1.0,0.15,112.078,13942.267,0.093,0.187,0.72
PUMPY,0.827,0.571,1.0,0.923,66.112,13316.933,0.053,0.027,0.92
RIYAL,0.499,0.621,0.0,0.917,135.953,14266.133,0.04,0.32,0.64
TOADS,0.375,0.271,0.0,0.512,149.341,14002.467,0.107,0.28,0.613
SQUAW,0.625,0.582,0.0,0.978,34.416,13083.267,0.053,0.187,0.76
BEZES,0.426,0.317,1.0,0.886,17.988,12967.733,0.04,0.173,0.787
ROBIN,0.592,0.557,0.0,0.375,130.735,14359.6,0.067,0.213,0.72
TERES,0.222,0.159,1.0,0.0,151.979,13678.867,0.053,0.347,0.6
WHERE,0.487,0.614,1.0,0.022,64.613,13945.2,0.107,0.147,0.747
VEILS,0.454,0.388,0.0,0.452,62.308,13785.8,0.067,0.253,0.68
ZOCCO,0.733,0.678,1.0,0.879,41.409,13353.467,0.067,0.027,0.907
MOUNT,0.655,0.489,0.0,0.192,391.753,14536.467,0.133,0.107,0.76
GAURS,0.447,0.344,0.0,0.553,84.186,13916.8,0.067,0.293,0.64
PROSY,0.51,0.51,0.0,0.558,108.07,14019.667,0.093,0.16,0.747
SNIFF,0.658,0.576,1.0,0.828,84.418,13958.867,0.093,0.133,0.773
ZAZEN,0.611,0.533,1.0,0.959,36.7,13662.0,0.053,0.253,0.693
FUNGI,0.784,0.601,0.0,0.611,286.891,13979.067,0.027,0.173,0.8
REMET,0.387,0.445,1.0,0.063,129.585,14075.733,0.12,0.213,0.667
NAMES,0.318,0.259,0.0,0.647,89.645,13849.067,0.08,0.32,0.6
CRIED,0.528,0.397,0.0,0.323,253.142,13954.267,0.133,0.24,0.627
SPINY,0.579,0.47,0.0,0.535,235.72,14002.067,0.133,0.12,0.747
ILEUM,0.547,0.726,0.0,0.632,78.526,14042.2,0.027,0.253,0.72
SCUBA,0.53,0.612,0.0,0.805,124.209,13426.667,0.053,0.253,0.693
AZYMS,0.587,0.623,0.0,0.995,31.359,13221.2,0.027,0.213,0.76
BANTY,0.628,0.364,0.0,0.213,53.813,14265.733,0.08,0.24,0.68
TUBAL,0.6,0.607,0.0,0.61,170.37,13771.533,0.027,0.293,0.68
YAARS,0.288,0.311,1.0,0.746,91.969,13448.4,0.12,0.2,0.68
CHICA,0.647,0.591,1.0,0.188,109.938,14424.6,0.107,0.2,0.693
RITZY,0.723,0.597,0.0,0.976,109.849,14214.067,0.04,0.253,0.707
APTLY,0.598,0.631,0.0,0.83,88.896,14145.267,0.027,0.293,0.68
LOUPE,0.519,0.518,0.0,0.416,60.416,14055.733,0.147,0.107,0.747
ABNET,0.458,0.488,0.0,0.827,355.154,14565.8,0.093,0.333,0.573
COBBS,0.63,0.425,1.0,0.92,31.578,13448.0,0.053,0.133,0.813
ERICK,0.561,0.663,0.0,0.118,603.634,13836.6,0.12,0.227,0.653
YINCE,0.581,0.577,0.0,0.36,142.034,14244.8,0.133,0.187,0.68
SHEDS,0.351,0.366,1.0,0.193,31.237,13898.533,0.04,0.227,0.733
DEBAG,0.545,0.605,0.0,0.544,367.216,13947.733,0.04,0.28,0.68
GIRTH,0.691,0.5,0.0,0.293,591.512,14587.333,0.08,0.267,0.653
ESROG,0.359,0.682,0.0,0.509,90.504,13792.267,0.027,0.333,0.64
MIMIS,0.549,0.399,1.0,0.432,20.67,13677.733,0.04,0.133,0.827
PUUKO,0.738,0.584,1.0,0.997,48.144,13540.933,0.053,0.04,0.907
WHIPT,0.792,0.659,0.0,0.763,315.119,14415.333,0.12,0.133,0.747
MAZAC,0.599,0.551,1.0,0.896,33.717,13186.0,0.04,0.16,0.8
SHIVA,0.525,0.529,0.0,0.583,80.389,14232.0,0.093,0.24,0.667
MALIS,0.411,0.261,0.0,0.068,59.452,14024.867,0.067,0.28,0.653
TOUKS,0.549,0.359,0.0,0.737,40.407,13894.333,0.053,0.2,0.747
DEMAN,0.472,0.556,0.0,0.076,84.72,13967.333,0.04,0.307,0.653
GUSSY,0.518,0.61,1.0,0.751,60.642,13758.133,0.053,0.093,0.853
UPDOS,0.558,0.622,0.0,0.883,150.995,13571.0,0.013,0.187,0.8
FIXED,0.709,0.542,0.0,0.916,37.5,13568.533,0.04,0.2,0.76
ERVIL,0.541,0.736,0.0,0.341,144.854,13973.2,0.053,0.28,0.667
MIHIS,0.563,0.463,1.0,0.739,42.67,13916.467,0.027,0.187,0.787
PERPS,0.433,0.292,1.0,0.617,36.723,13647.2,0.053,0.267,0.68
RETIE,0.321,0.496,1.0,0.047,289.926,14059.733,0.147,0.253,0.6
WILCO,0.688,0.628,0.0,0.551,71.44,14113.867,0.067,0.147,0.787
ARYLS,0.4,0.515,0.0,0.704,142.807,13742.6,0.067,0.293,0.64
MAWED,0.551,0.401,0.0,0.515,32.75,13654.8,0.053,0.24,0.707
BRUGH,0.802,0.636,0.0,0.889,548.791,14257.133,0.093,0.107,0.8
POMPA,0.592,0.522,1.0,0.431,40.936,13429.667,0.067,0.147,0.787
HYOID,0.689,0.629,0.0,0.871,147.287,14029.067,0.027,0.173,0.8
DOOLS,0.437,0.301,1.0,0.602,28.799,13265.4,0.04,0.147,0.813
INION,0.548,0.685,1.0,0.023,178.933,13765.2,0.053,0.12,0.827
JAKES,0.445,0.325,0.0,0.718,37.123,13063.267,0.053,0.28,0.667
TAWAF,0.568,0.541,1.0,0.79,57.049,13455.333,0.053,0.2,0.747
NOEME,0.378,0.503,1.0,0.535,79.83,13757.6,0.133,0.093,0.773
HIRES,0.383,0.22,0.0,0.073,81.56,14265.933,0.04,0.373,0.587
KOORI,0.537,0.525,1.0,0.53,59.445,13819.067,0.04,0.173,0.787
SOAKS,0.287,0.175,1.0,0.833,38.737,13449.067,0.133,0.12,0.747
ULEMA,0.455,0.695,0.0,0.272,93.474,13693.8,0.027,0.307,0.667
PSEUD,0.483,0.631,0.0,0.845,31.365,13695.333,0.013,0.267,0.72
RAITH,0.515,0.432,0.0,0.059,468.998,14667.867,0.173,0.28,0.547
FILKS,0.631,0.417,0.0,0.873,39.923,13564.867,0.04,0.173,0.787
PUDGY,0.835,0.585,0.0,0.972,57.054,13927.667,0.04,0.08,0.88
IMSHI,0.563,0.833,1.0,0.612,79.328,13844.333,0.013,0.2,0.787
WEEMS,0.386,0.429,1.0,0.569,13.857,13078.0,0.013,0.2,0.787
MAKER,0.463,0.404,0.0,0.384,47.843,13380.0,0.053,0.307,0.64
THREE,0.401,0.372,1.0,0.188,289.517,14282.267,0.133,0.227,0.64
JUTES,0.521,0.364,0.0,0.316,41.675,13683.333,0.027,0.307,0.667
WINED,0.607,0.426,0.0,0.054,40.409,13896.067,0.027,0.253,0.72
TEETH,0.435,0.509,1.0,0.031,74.184,14144.533,0.08,0.187,0.733
PHYLA,0.655,0.674,0.0,0.927,123.732,13724.4,0.013,0.24,0.747
NORIE,0.404,0.404,0.0,0.131,206.033,14323.867,0.16,0.227,0.613
ALAMO,0.389,0.58,1.0,0.259,117.887,14044.467,0.133,0.093,0.773
JEELS,0.366,0.421,1.0,0.679,26.711,12990.467,0.013,0.227,0.76
BORED,0.513,0.262,0.0,0.057,31.127,13647.667,0.067,0.227,0.707
LUCKS,0.646,0.51,0.0,0.852,38.041,13282.6,0.013,0.187,0.8
SADOS,0.254,0.267,1.0,0.468,95.685,13365.267,0.093,0.187,0.72
YACKS,0.551,0.462,0.0,0.786,35.586,13293.6,0.04,0.24,0.72
GUYED,0.667,0.54,0.0,0.894,34.875,13823.333,0.027,0.187,0.787
GRUNT,0.69,0.625,0.0,0.526,203.736,14609.8,0.147,0.16,0.693
OSMIC,0.527,0.775,0.0,0.574,44.312,14191.2,0.027,0.24,0.733
ZOPPA,0.656,0.666,1.0,0.873,25.279,13418.467,0.04,0.16,0.8
WARTY,0.61,0.398,0.0,0.354,120.631,13847.933,0.08,0.267,0.653
BRITT,0.634,0.514,1.0,0.39,149.987,14261.133,0.187,0.107,0.707
HAULS,0.474,0.358,0.0,0.637,281.811,13706.4,0.053,0.267,0.68
PUSLE,0.448,0.524,0.0,0.648,144.105,13860.067,0.12,0.173,0.707
KIAKI,0.6,0.567,1.0,0.844,31.931,13730.533,0.08,0.133,0.787
FRATE,0.437,0.484,0.0,0.101,557.798,13734.333,0.24,0.227,0.533
MOTTS,0.5,0.317,1.0,0.398,30.634,13891.6,0.053,0.187,0.76
ODOUR,0.552,0.715,1.0,0.368,52.625,13663.933,0.0,0.187,0.813
BUDED,0.656,0.469,1.0,0.504,50.898,13213.267,0.053,0.133,0.813
CLOTS,0.503,0.382,0.0,0.432,256.596,14014.267,0.08,0.24,0.68
PIOYS,0.521,0.373,0.0,0.804,103.724,13837.6,0.027,0.213,0.76
MAZER,0.505,0.428,0.0,0.746,47.843,13380.0,0.053,0.307,0.64
TABOS,0.404,0.373,0.0,0.513,55.321,13997.8,0.053,0.32,0.627
HAUFS,0.559,0.406,0.0,0.947,106.917,13700.667,0.053,0.24,0.707
CAKEY,0.546,0.365,0.0,0.748,114.556,13400.067,0.08,0.24,0.68
BIFFS,0.712,0.51,1.0,0.929,48.923,13498.933,0.027,0.16,0.813
BUNGY,0.83,0.506,0.0,0.727,40.133,13985.067,0.027,0.107,0.867
RIGGS,0.575,0.485,1.0,0.842,99.58,13844.867,0.053,0.227,0.72
MAULA,0.466,0.467,1.0,0.507,39.47,13323.067,0.053,0.16,0.787
PIECE,0.446,0.484,1.0,0.412,121.568,14150.4,0.147,0.133,0.72
AIRED,0.364,0.339,0.0,0.174,353.533,13991.267,0.067,0.387,0.547
NAPPY,0.65,0.575,1.0,0.979,534.912,13438.4,0.067,0.16,0.773
MAZED,0.571,0.422,0.0,0.813,32.75,13654.8,0.053,0.24,0.707
BOUTU,0.693,0.503,1.0,0.459,97.265,13905.133,0.08,0.107,0.813
OPENS,0.381,0.524,0.0,0.248,1028.111,13615.467,0.04,0.28,0.68
WHALE,0.53,0.554,0.0,0.205,186.152,14009.933,0.16,0.173,0.667
PREYS,0.434,0.433,0.0,0.44,63.898,13692.2,0.053,0.28,0.667
BILES,0.419,0.219,0.0,0.232,82.208,13705.867,0.053,0.28,0.667
HYSON,0.566,0.731,0.0,0.618,219.992,13911.0,0.013,0.213,0.773
